mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_negative_perc,param_np_ratio,param_positive_sample_perc,params,split0_test_AU_PRC,split1_test_AU_PRC,split2_test_AU_PRC,split3_test_AU_PRC,mean_test_AU_PRC,std_test_AU_PRC,rank_test_AU_PRC,split0_train_AU_PRC,split1_train_AU_PRC,split2_train_AU_PRC,split3_train_AU_PRC,mean_train_AU_PRC,std_train_AU_PRC,split0_test_AU_ROC,split1_test_AU_ROC,split2_test_AU_ROC,split3_test_AU_ROC,mean_test_AU_ROC,std_test_AU_ROC,rank_test_AU_ROC,split0_train_AU_ROC,split1_train_AU_ROC,split2_train_AU_ROC,split3_train_AU_ROC,mean_train_AU_ROC,std_train_AU_ROC,split0_test_AVG_PREC,split1_test_AVG_PREC,split2_test_AVG_PREC,split3_test_AVG_PREC,mean_test_AVG_PREC,std_test_AVG_PREC,rank_test_AVG_PREC,split0_train_AVG_PREC,split1_train_AVG_PREC,split2_train_AVG_PREC,split3_train_AVG_PREC,mean_train_AVG_PREC,std_train_AVG_PREC
99.63822567462921,1.890642497933553,0.5587798953056335,0.049781504720541214,0.25,0.5,0.25,"{'negative_perc': 0.25, 'np_ratio': 0.5, 'positive_sample_perc': 0.25}",0.4062112658960105,0.3262378719129491,0.1312158929625971,0.5775522979563302,0.3603043321819718,0.1604261215445851,53,0.018679154826651143,0.022215266589885253,0.02080743703275073,0.02146852516734859,0.02079259590415893,0.001317926941834815,0.986472494467278,0.9789176941721994,0.9903816260933712,0.9833577036568659,0.9847823795974286,0.004202150826306853,11,0.9835138783226762,0.9866186645711588,0.9849468668330099,0.9841129150078234,0.9847980811836671,0.0011678281890927316,0.42686518046819155,0.3512833080322985,0.13829264777161634,0.580803257068339,0.37431109833511134,0.15940195364218587,54,0.01858957414651241,0.02242412391983572,0.02107529425642467,0.021638367438276546,0.020931839940262337,0.0014346498501845459
77.80955970287323,2.6142788743152643,0.6145755648612976,0.03836968649601431,0.25,0.5,0.5,"{'negative_perc': 0.25, 'np_ratio': 0.5, 'positive_sample_perc': 0.5}",0.7920605105631868,0.46006435333894824,0.43892067985461874,0.1574956758906921,0.46213530491186144,0.22483280040465112,22,0.042396419245703115,0.034936430414658014,0.08756228490449924,0.024030423230043577,0.047231389448725986,0.024183718263836536,0.982249183264833,0.9756336284118454,0.9850576983876067,0.9744216988091475,0.9793405522183581,0.004446411414097459,46,0.9898608433989394,0.9871106739717616,0.9890600342693469,0.9868356669074282,0.988216804636869,0.0012791565717548774,0.7927517221691239,0.48267305979370373,0.4603319671244073,0.17154140578215857,0.47682453871734837,0.21983743233070288,22,0.04285131847090802,0.03589076403117836,0.08913133840196986,0.024267753537330045,0.04803529361034657,0.02463810085813821
68.7611734867096,1.7396159123337769,0.6506866812705994,0.02053226232402028,0.25,0.5,0.75,"{'negative_perc': 0.25, 'np_ratio': 0.5, 'positive_sample_perc': 0.75}",0.38402628197011135,0.5665494402755206,0.5905232996828848,0.5356490812978352,0.519187025806588,0.08042308160644482,11,0.040295586830212615,0.02634994641826331,0.03168886711307415,0.042366287095379734,0.035175171864232455,0.0064801564927400145,0.9696437980819896,0.962023132047634,0.9673674781325746,0.9797462851723048,0.9696951733586259,0.006428566540315823,85,0.9886346939421097,0.9762564297115782,0.9774544687222747,0.990249994479558,0.9831488967138802,0.006333485853705798,0.40680766236973087,0.5668593586665979,0.5909883516943163,0.5380699320816601,0.5256813262030763,0.07114257418181184,11,0.04098422865416608,0.026994615519192265,0.03241550659662154,0.04329462506244249,0.035922243958105594,0.006556970502382493
64.22499823570251,1.5033281253243496,0.7730348110198975,0.0655027198579229,0.25,0.5,1,"{'negative_perc': 0.25, 'np_ratio': 0.5, 'positive_sample_perc': 1}",0.6323528785078097,0.5424967218548243,0.592325790953177,0.7509655561179527,0.6295352368584409,0.07699595362508144,1,0.04128654508396158,0.038532298552490844,0.036050285179777875,0.03295274724452063,0.03720546901518773,0.0030755385972410084,0.9830369375065866,0.9819119506797345,0.9798187374855095,0.9839050479502582,0.9821681684055222,0.0015294593386885283,26,0.9905439623154008,0.9887103208490101,0.9884596475383273,0.98919194792441,0.9892264696567871,0.0008048919816714593,0.6335158816457614,0.5676911283650414,0.5931950253539564,0.7517075000401421,0.6365273838512253,0.07051888341628945,1,0.041682184410158744,0.0393655315296983,0.03683434526054807,0.03331198616123222,0.03779851184040933,0.0031063239206206563
60.648599565029144,0.7096106570022883,0.7996034622192383,0.02426809867994472,0.25,0.5,1.25,"{'negative_perc': 0.25, 'np_ratio': 0.5, 'positive_sample_perc': 1.25}",0.6581196912681372,0.495599926690779,0.161589012391576,0.3172511650038587,0.4081399488385878,0.18653904057924725,39,0.03484395466174703,0.03412907047776219,0.04158362395063264,0.034378552686138125,0.03623380044407,0.0030993594227032017,0.9840407313731688,0.9757297923911898,0.9774791864263885,0.980345663399726,0.9793988433976182,0.003146053490840407,45,0.988965445159287,0.9867720458167372,0.987789011177498,0.9873583236378183,0.9877212064478351,0.0008039460942550812,0.6597987133663492,0.5150246860418972,0.1758799867277075,0.3399390688292285,0.42266061374129565,0.18200901901251448,42,0.03526892483897402,0.03453839766550364,0.04261752603231069,0.035004084532262815,0.03685723326726279,0.00333597269115224
58.88116466999054,1.1417906728025167,0.9002978801727295,0.06380930767718968,0.25,0.5,1.5,"{'negative_perc': 0.25, 'np_ratio': 0.5, 'positive_sample_perc': 1.5}",0.48599918879409054,0.5731565924596325,0.5057681879057091,0.18041451893070798,0.4363346220225351,0.1512472644584694,28,0.031737365540699405,0.030628349040263136,0.03209517520212089,0.028920649524229895,0.03084538482682833,0.0012358515377878668,0.9725313520918959,0.9785962693645274,0.9799149014648539,0.9750632311097059,0.9765264385077457,0.0029097926192070017,64,0.9864422595316045,0.9881897800971983,0.9906858602969897,0.9862536654246512,0.9878928913376108,0.0017804643196325752,0.48835248204057735,0.5773126188201922,0.5181578959641605,0.1959749798744404,0.4449494941748427,0.14726811856714003,30,0.03215431526824467,0.030906353015881478,0.032297195248304544,0.029316578597370784,0.03116861053245037,0.001198344543586952
66.53554528951645,2.5783786126626778,0.9480109810829163,0.02087677198661924,0.25,1,0.25,"{'negative_perc': 0.25, 'np_ratio': 1, 'positive_sample_perc': 0.25}",0.07901611572491343,0.3827782327566459,0.5794023984568794,0.35521194334783895,0.3491021725715694,0.1782947548824189,58,0.061230289653571995,0.051978631045296,0.042515802908085376,0.045740505996656675,0.05036630740090252,0.007135372403453316,0.9745455263989884,0.9812980819896723,0.9744559489935715,0.9689772368005058,0.9748191985456844,0.004367816800012831,73,0.9904050307124412,0.9859904479973898,0.9860735180522121,0.9878003140535978,0.9875673277039102,0.0017905905372327016,0.08518887779284752,0.4174274251492647,0.5799529863597934,0.37993741713673446,0.36562667660966003,0.17851417373700734,59,0.062029845168729926,0.05316171552195878,0.04325139222317044,0.04649559742494849,0.051234637584701904,0.007184024712803534
51.47934293746948,0.9894049639953174,1.0498034954071045,0.03992134224330326,0.25,1,0.5,"{'negative_perc': 0.25, 'np_ratio': 1, 'positive_sample_perc': 0.5}",0.5910521352281349,0.5878160047917228,0.28952880219837374,0.7289207029250326,0.5493294112858159,0.16044577907170385,4,0.03762817612815969,0.03920312845835067,0.04562722084894059,0.039483296865936546,0.04048545557534687,0.0030516586015592946,0.976263304879334,0.9779376119717568,0.9726393719043102,0.9844833491411107,0.9778309094741281,0.004291729996466879,56,0.989785146341193,0.989027532952916,0.9904776468595647,0.9888573527272038,0.9895369197202194,0.0006457302421988875,0.5917527577324594,0.5883265846048359,0.30911375060930923,0.7299343844311815,0.5547818693444465,0.1529079156013268,5,0.03800929524069403,0.03994296866307349,0.04603493710410186,0.03998912124203117,0.04099408056247514,0.0030180274001072194
45.74033331871033,1.1401880761893808,1.1048666834831238,0.04355116728444401,0.25,1,0.75,"{'negative_perc': 0.25, 'np_ratio': 1, 'positive_sample_perc': 0.75}",0.5756816927603697,0.15172047172547332,0.38140586973796886,0.10113770629336878,0.3024864351292952,0.189825981016817,69,0.04303838513330756,0.03413054332611282,0.04286566782678089,0.037242486037020774,0.03931927058080551,0.003796204388787181,0.9767349035725578,0.9799030456317842,0.9831923806512805,0.9765228158920856,0.979088286436927,0.0027215561673723365,47,0.9898606644426997,0.9862728652816969,0.988705418879692,0.9894468131060518,0.9885714404275352,0.0013901235389595875,0.5765532649972998,0.16371886630340554,0.4077783904147872,0.11012452364249621,0.3145437613394972,0.18833285014110393,69,0.0433772550856037,0.03497928382537899,0.04359352738556481,0.03776931671736261,0.03992984575347752,0.0036906348818448145
42.41385877132416,0.7933231104643449,1.1996339559555054,0.05719323171413738,0.25,1,1,"{'negative_perc': 0.25, 'np_ratio': 1, 'positive_sample_perc': 1}",0.7033518455523394,0.23814841089970204,0.3447206760371261,0.4784603558970971,0.4411703220965662,0.17367363682598289,26,0.02823904451515217,0.029876623659683625,0.04243906795277451,0.03675956067397389,0.03432857420039605,0.005669921506213832,0.9837311623985667,0.9869678048266413,0.9767994519970493,0.9850063231109706,0.9831261855833069,0.0038303560654385587,22,0.9867137561903397,0.9882139749808067,0.9879845860094497,0.9879898544811467,0.9877255429154357,0.0005914478396037796,0.7047980942921972,0.25500117198824335,0.3783844772291578,0.5000415385035347,0.45955632050328327,0.16599266355187955,26,0.02855676128341679,0.03014071549229753,0.04282614871893436,0.037274915926934854,0.034699635355395886,0.005726930714882563
